Video Duration,Video Publish Time,Days Since Publish,Day,Month,Year,Day of Week,Revenue per 1000 Views (USD),Monetized Playbacks (Estimate),Playback-Based CPM (USD),CPM (USD),Ad Impressions,Estimated AdSense Revenue (USD),DoubleClick Revenue (USD),YouTube Ads Revenue (USD),Watch Page Ads Revenue (USD),YouTube Premium (USD),New Comments,Shares,Like Rate (%),Dislikes,Likes,Unsubscribes,New Subscribers,End Screen Click-Through Rate (%),End Screen Impressions,End Screen Clicks,Teaser Click-Through Rate (%),Teaser Impressions,Teaser Clicks,Card Click-Through Rate (%),Card Impressions,Card Clicks,Views per Playlist Start,Playlist Views,Playlist Watch Time (hours),Clip Watch Time (hours),Clip Views,YouTube Premium Watch Time (hours),YouTube Premium Views,Watched (Not Skipped) (%),Feed Impressions,Average View Percentage (%),Average View Duration,Views,Watch Time (hours),Subscribers,Estimated Revenue (USD),Impressions,Video Thumbnail CTR (%),Net_Subscriber_Change,Churn_Label,Publish_Weekday,Publish_Month,Publish_Season,Day_sin,Day_cos,Like_Rate,Comment_Rate,Share_Rate,Sub_Conversion_Rate,Unsub_Rate,CPM_Drift,Revenue_Efficiency,Ad_Density,Premium_Watch_Share,Engagement_Depth,Retention_Rate,Dropoff_Index,SubLoss_Weight,Predicted_Prob,Predicted_Label,Engagement_Tier,Revenue_Tier,Cohort,Engagement_Stability_Index,ESI_Tier
606,2017-05-17,4,17,5,2017,Wednesday,0.17,2929.0,3.239,1.531,6197.0,4.128,1.091,9.488,5.219,0.008,98.0,23.0,95.89,37.0,863.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.2094,0.0,0.0,2.0512,33.0,0.0,0.0,41.12,249.0,30682.0,2130.6833,2.0,5.227,83469.0,4.25,2.0,0,2,5,Spring,-0.2993631229733582,-0.9541392564000488,0.028127240718295015,0.0031940551452988544,0.000749625187161976,6.518479888365009e-05,0.0001,1.708,0.00017036047188241952,0.2019750993409898,0.0009626958592922004,0.41089108232853,0.41119999999999995,100.07518237429719,0.0,0.035989176,0,Low,Medium,Low_Medium,0.098915996167374,Low
97,2017-05-18,1,18,5,2017,Thursday,0.055,678.0,1.658,1.238,908.0,0.472,0.146,1.124,0.618,0.001,78.0,7.0,90.7,41.0,400.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0623,0.0,0.0,0.2442,27.0,0.0,0.0,55.86,54.0,11181.0,168.2778,8.0,0.619,59079.0,2.46,8.0,0,3,5,Spring,-0.4853019625310808,-0.8743466161445822,0.03577497537270819,0.006976120197678097,0.0006260620690223933,0.0007154995074541637,0.0001,0.41999999999999993,5.536177438926592e-05,0.08120919409604758,0.0014511717260879493,0.5567009735359821,0.5586,100.34112145555555,0.0,0.0054784273,0,High,Low,High_Low,0.7402360481247315,Medium
847,2017-05-23,5,23,5,2017,Tuesday,0.232,8522.0,2.536,0.783,27615.0,10.301,1.589,21.614,11.89,0.061,96.0,25.0,97.39,39.0,1453.0,2.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.322,0.0,0.0,15.1384,154.0,0.0,0.0,41.08,348.0,51597.0,4993.2269,10.0,11.951,157451.0,8.11,10.0,1,1,5,Spring,-0.9987165071710528,-0.05064916883871355,0.02816055196461799,0.0018605732887841204,0.000484524293954198,0.00023257166109801506,3.8761943516335845e-05,1.7530000000000001,0.00023162199348186483,0.5352055351018071,0.003031786913124684,0.41086186055653057,0.4108,99.9849437091954,2.074560672124655e-05,0.95537806,1,Low,High,Low_High,0.09627970355287613,Low
436,2017-05-25,2,25,5,2017,Thursday,0.041,2825.0,1.503,1.327,3199.0,1.712,0.623,4.245,2.335,0.013,79.0,32.0,96.46,57.0,1551.0,1.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333,17.0,0.7624,0.0,0.0,4.3288,105.0,0.0,0.0,43.08,188.0,56603.0,2966.704,15.0,2.349,105357.0,10.33,15.0,1,3,5,Spring,-0.9377521321470804,0.3473052528448203,0.027401374480610325,0.0013956857407918862,0.0005653410595612704,0.0002826705297806352,1.76669081112897e-05,0.17599999999999993,4.149956715341951e-05,0.056516439048015746,0.0014591277004408671,0.43119265066071905,0.43079999999999996,99.90893846170212,9.984707354385995e-07,0.9313961,1,Medium,Medium,Medium_Medium,1.0553360760179336,Medium
353,2017-05-27,2,27,5,2017,Saturday,0.044,1458.0,1.062,0.798,1942.0,0.547,0.305,1.549,0.852,0.002,103.0,27.0,97.35,22.0,809.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.006,0.0,0.0,0.8706,24.0,0.0,0.0,42.2,149.0,19347.0,802.8253,21.0,0.855,77066.0,4.98,21.0,0,5,5,Spring,-0.72479278722912,0.6889669190756865,0.041815268495469446,0.005323822812154948,0.0013955652031862485,0.0010854396024781933,0.0001,0.264,4.419289810089786e-05,0.10037731942917387,0.0010844202208821743,0.42209630532305087,0.42200000000000004,99.97718404026845,0.0,0.0068711634,0,Medium,Low,Medium_Low,0.674459071739218,Medium
696,2017-05-30,3,30,5,2017,Tuesday,0.17,6433.0,3.026,1.586,12277.0,8.211,2.498,19.468,10.709,0.051,106.0,29.0,97.37,47.0,1741.0,1.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.2897,0.0,0.0,11.9432,158.0,0.0,0.0,42.39,295.0,63118.0,5172.8462,17.0,10.76,176520.0,8.29,17.0,1,1,5,Spring,-0.20129852008866114,0.9795299412524943,0.027583256752814846,0.0016793941503724145,0.0004594568901962266,0.00028518013874248544,1.5843341041249193e-05,1.4399999999999997,0.00017047434960384131,0.19450869796341633,0.0023088256474572437,0.42385056862283665,0.4239,100.01166245389831,3.081667637323737e-06,0.9595534,1,Medium,High,Medium_High,0.12476963838283889,Low
731,2017-06-01,2,1,6,2017,Thursday,0.045,6685.0,1.597,1.368,7802.0,4.693,1.18,10.675,5.873,0.062,139.0,90.0,97.17,93.0,3190.0,9.0,132.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5714,18.0,0.9097,0.0,0.0,28.8444,483.0,0.0,0.0,31.48,230.0,131922.0,8439.9384,123.0,5.934,448461.0,9.45,123.0,1,3,6,Summer,0.20129852008866006,0.9795299412524945,0.024180955411214133,0.0010536529160372302,0.0006822213125420915,0.0010005912583950676,6.822213125420915e-05,0.22899999999999987,4.49811252069419e-05,0.05914100756059331,0.003417607878017679,0.31463747859593055,0.3148,100.05165354260869,4.034725580304972e-06,0.934576,1,Low,Medium,Low_Medium,0.43239466976456203,Low
534,2017-06-03,2,3,6,2017,Saturday,0.076,11401.0,1.227,0.965,14495.0,6.593,1.106,13.994,7.698,0.081,117.0,75.0,97.83,54.0,2433.0,2.0,83.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,11.0,0.556,0.0,0.0,22.3232,349.0,0.0,0.0,43.11,230.0,102077.0,6539.4296,81.0,7.779,339920.0,9.74,81.0,0,5,6,Summer,0.5712682150947923,0.8207634412072763,0.023834948125059027,0.0011461935596514207,0.0007347394613150132,0.0008131116705219479,1.9593052301733684e-05,0.2620000000000001,7.620717692759317e-05,0.14200064655681488,0.0034136310552014644,0.43071160242113105,0.4311,100.0901757873913,2.7822260948676733e-06,0.40159366,0,Medium,Medium,Medium_Medium,0.7086484244965832,Medium
760,2017-06-07,4,7,6,2017,Wednesday,0.064,8688.0,1.872,1.738,9358.0,7.412,1.536,16.266,8.948,0.148,181.0,140.0,97.65,83.0,3446.0,4.0,103.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,30.0,2.1087,0.029,6.0,40.5514,467.0,0.0,0.0,40.01,304.0,142308.0,12020.8021,99.0,9.096,373871.0,11.13,99.0,1,2,6,Summer,0.9884683243281114,0.1514277775045767,0.024215082776497802,0.0012718891417719392,0.0009837816566191796,0.0007237822187983964,2.8108047331976557e-05,0.13400000000000012,6.391769963291469e-05,0.06575877673315915,0.0033734354520540393,0.39999999473684217,0.40009999999999996,100.02500131611842,1.8483508089085161e-06,0.94307595,1,Low,High,Low_High,1.194077870872372,Medium
40,2017-06-09,2,9,6,2017,Friday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,51.0,97.7,20.0,850.0,0.0,6.0,2.94,25711.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0272,0.0,0.0,0.0828,15.0,0.0,0.0,87.71,35.0,10273.0,102.6232,6.0,0.0,62897.0,2.39,6.0,0,4,6,Summer,0.9680771188662043,-0.2506525322587204,0.08274116608318781,0.020247250053297722,0.004964469964991268,0.0005840552899989727,0.0001,0.0001,0.0,0.0,0.0008068350229933365,0.8749997812500546,0.8771,100.24002506,0.0,0.0022762408,0,High,Low,High_Low,3837.3115406721145,High
390,2017-06-09,0,9,6,2017,Friday,0.013,463.0,1.706,1.574,502.0,0.234,0.201,0.79,0.435,0.004,101.0,25.0,96.08,49.0,1201.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.3255,0.0,0.0,1.22,50.0,0.0,0.0,40.52,158.0,33799.0,1491.4158,8.0,0.438,92352.0,5.56,8.0,0,4,6,Summer,0.9680771188662043,-0.2506525322587204,0.03553359565799769,0.0029882540894735775,0.0007396668538300935,0.00026628006737883366,2.9586674153203738e-05,0.1319999999999999,1.2958963279103237e-05,0.014852510424908276,0.0008180146621886756,0.4051281947403027,0.4052,100.01772408354431,4.394363862988228e-07,0.20136182,0,Low,Low,Low_Low,1.2433421072044242,Medium
641,2017-06-11,2,11,6,2017,Sunday,0.04,5043.0,1.463,1.277,5777.0,2.988,1.069,7.376,4.058,0.065,243.0,91.0,96.65,100.0,2883.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.837,0.0,0.0,22.3154,329.0,0.0,0.0,39.01,250.0,103676.0,7223.1661,54.0,4.123,328435.0,9.94,54.0,0,6,6,Summer,0.7907757369376989,-0.6121059825476626,0.027807785791522842,0.0023438404257162854,0.0008777344804122714,0.0005304988617876366,9.6454338506843e-06,0.18600000000000017,3.9768123766371374e-05,0.05572167135540321,0.0030894208523192888,0.3900155945395383,0.3901,100.02164156039998,5.374596951081118e-07,0.2723899,0,Low,Medium,Low_Medium,0.8179419033621032,Medium
728,2017-06-13,2,13,6,2017,Tuesday,0.048,3092.0,1.757,1.667,3258.0,2.154,0.835,5.432,2.988,0.004,199.0,42.0,95.0,95.0,1804.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,27.0,1.5112,0.0,0.0,2.6949,50.0,0.0,0.0,34.88,254.0,62817.0,4437.5139,52.0,2.992,133624.0,6.54,52.0,0,1,6,Summer,0.48530196253108104,-0.8743466161445821,0.02871834057202376,0.0031679322471356588,0.0006686088159783802,0.0008278013912113278,0.0001,0.08999999999999986,4.763041850969794e-05,0.05186494101089435,0.0006072995047805947,0.34890109410850145,0.3488,99.9710249952756,0.0,0.06641858,0,Low,Medium,Low_Medium,1.350684812708607,Medium
788,2017-06-14,1,14,6,2017,Wednesday,0.057,5285.0,1.594,1.389,6062.0,3.684,0.95,8.423,4.634,0.053,196.0,27.0,97.63,56.0,2307.0,2.0,37.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.6986,0.0,0.0,16.6712,216.0,0.0,0.0,33.9,267.0,82120.0,6101.5048,35.0,4.686,207557.0,10.18,35.0,1,2,6,Summer,0.29936312297335804,-0.9541392564000488,0.028093034580115313,0.0023867510956664937,0.00032878714072956806,0.00045056015581459324,2.435460301700504e-05,0.20500000000000007,5.706283486884281e-05,0.07381880174454228,0.0027323095726609777,0.33883248300974006,0.33899999999999997,100.0494394719101,1.7978276116793264e-06,0.9268236,1,Low,Medium,Low_Medium,0.5602466690491977,Medium
574,2017-06-17,3,17,6,2017,Saturday,0.044,5526.0,1.561,1.387,6217.0,3.494,1.25,8.624,4.744,0.099,226.0,94.0,97.92,79.0,3721.0,2.0,50.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,18.0,1.0746,0.0,0.0,33.6297,516.0,0.0,0.0,41.82,240.0,110462.0,7377.6117,48.0,4.843,368003.0,10.41,48.0,1,5,6,Summer,-0.2993631229733582,-0.9541392564000488,0.033685792396146566,0.0020459524540524386,0.0008509713746943772,0.00045264434824168997,1.81057739296676e-05,0.17399999999999993,4.3843131570690087e-05,0.056281798260371725,0.004558345074520058,0.418118459614661,0.4182,100.0195017425,1.0190255156574496e-06,0.87920785,1,Low,Medium,Low_Medium,1.0048215329846863,Medium
321,2017-06-19,2,19,6,2017,Monday,0.047,4035.0,1.054,0.802,5301.0,1.577,0.762,4.251,2.338,0.001,220.0,88.0,97.26,34.0,1207.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4403,1399.0,8.3878,0.0,0.0,0.7805,109.0,0.0,0.0,19.02,61.0,49862.0,855.991,23.0,2.339,162031.0,7.96,23.0,0,0,6,Summer,-0.651372482722222,-0.7587581226927911,0.024206810792947172,0.004412177609319286,0.0017648710437277143,0.0004612731137015617,0.0001,0.252,4.690947012817185e-05,0.10631342503182514,0.0009118086415416909,0.19003114672800167,0.1902,100.08885557704917,0.0,0.08555991,0,Low,Medium,Low_Medium,0.1433713768649977,Low
413,2017-06-21,2,21,6,2017,Wednesday,0.059,7329.0,1.051,0.787,9787.0,3.359,0.878,7.701,4.237,0.037,141.0,43.0,96.35,77.0,2035.0,2.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.6595,0.0,0.0,13.0347,234.0,0.0,0.0,50.83,210.0,72006.0,4219.4748,13.0,4.274,237790.0,9.36,13.0,0,2,6,Summer,-0.8978045395707417,-0.44039415155763423,0.02826153375715058,0.001958170152215347,0.000597172457767801,0.00020831597363993055,2.7775463151990742e-05,0.2639999999999999,5.935616475580421e-05,0.1359192289342667,0.0030891759251905574,0.5084745639594537,0.5083,99.96566908714286,3.7752195349107186e-06,0.1522114,0,High,Medium,High_Medium,0.9789031491372808,Medium
467,2017-06-23,2,23,6,2017,Friday,0.021,6983.0,1.356,1.153,8211.0,3.446,1.762,9.467,5.208,0.301,433.0,738.0,97.88,195.0,8986.0,26.0,1436.0,0.74,271.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0294,103.0,7.6451,0.1552,42.0,92.1666,1693.0,0.0,0.0,44.55,208.0,259905.0,15050.6231,1410.0,5.509,1331817.0,10.49,1410.0,0,4,6,Summer,-0.9987165071710528,-0.05064916883871355,0.03457417133050252,0.0016659933436576444,0.0028394990476197264,0.00552509570783459,0.0001000365518131611,0.20300000000000007,2.119620630533479e-05,0.0315923125745333,0.0061237730375935245,0.4453961360728879,0.44549999999999995,100.02331944951922,3.1603860137598816e-06,0.7355033,1,Medium,Medium,Medium_Medium,0.9769765775982577,Medium
708,2017-06-25,2,25,6,2017,Sunday,0.182,21551.0,1.904,0.618,66417.0,16.832,5.738,41.028,22.57,0.074,241.0,65.0,96.99,98.0,3156.0,3.0,64.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2353,55.0,4.5491,0.0,0.0,20.9665,280.0,0.0,0.0,37.43,265.0,124153.0,9150.947,61.0,22.644,280860.0,10.5,61.0,1,6,6,Summer,-0.9377521321470804,0.3473052528448203,0.025420247595674673,0.001941153254295816,0.0005235475582125646,0.0005154929803939097,2.4163733455964518e-05,1.286,0.00018238786012562014,0.5349608949815984,0.0022911836312775238,0.3742937800240992,0.3743,100.00166178981131,1.292665247569957e-05,0.9639531,1,Low,High,Low_High,0.10893898094130784,Low
491,2017-06-27,2,27,6,2017,Tuesday,0.044,21139.0,1.66,1.42,24712.0,13.797,5.506,35.089,19.303,0.149,717.0,586.0,95.12,510.0,9931.0,63.0,829.0,6.02,7887.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1723,2518.0,95.9089,0.0792,5.0,57.9941,1571.0,0.0,0.0,29.15,143.0,443920.0,17687.1527,766.0,19.452,2246468.0,5.85,766.0,1,1,6,Summer,-0.72479278722912,0.6889669190756865,0.022371147954082467,0.0016151558839066688,0.0013200576680185605,0.0018674535952003185,0.000141917462602678,0.24,4.381870607217925e-05,0.055667687870434586,0.003278882754668092,0.29124235659384207,0.2915,100.08846357692306,7.900217011529952e-06,0.980568,1,Low,High,Low_High,0.3535290624983287,Low
679,2017-06-29,2,29,6,2017,Thursday,0.143,10794.0,2.723,1.412,20816.0,10.824,5.343,29.389,16.167,0.011,529.0,236.0,97.52,111.0,4367.0,1.0,108.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9524,62.0,4.4086,0.0,0.0,5.6381,121.0,0.0,0.0,39.91,271.0,113205.0,8534.1931,107.0,16.178,192889.0,8.89,107.0,0,3,6,Summer,-0.3943558551133187,0.9189578116202306,0.03857603462403816,0.004672938474036222,0.002084713572537899,0.0009540214653986995,8.833532087024995e-06,1.311,0.0001429088821038904,0.1838788039235123,0.0006606482800809272,0.39911634169195376,0.39909999999999995,99.99590553173431,1.6242993145821235e-06,0.007960044,0,Low,High,Low_High,0.12149981593953935,Low
642,2017-07-02,3,2,7,2017,Sunday,0.119,14912.0,2.439,1.333,27278.0,14.757,5.253,36.374,20.01,0.129,742.0,428.0,96.46,269.0,7334.0,15.0,493.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4375,117.0,9.1783,0.0116,1.0,35.6071,575.0,0.0,0.0,37.22,239.0,169650.0,11296.7627,478.0,20.139,551620.0,9.74,478.0,0,6,7,Summer,0.39435585511331855,0.9189578116202306,0.043230179779355726,0.004373710580349324,0.00252284114338209,0.0029059829058116133,8.84173297914284e-05,1.106,0.00011870910697797176,0.16078986147003893,0.0031519737923219604,0.3722741375035181,0.3722,99.98008523933053,1.4216610208714518e-05,0.2166478,0,Low,High,Low_High,0.12527066716177016,Low
840,2017-07-04,2,4,7,2017,Tuesday,0.075,5451.0,2.851,1.514,10266.0,4.729,3.819,15.539,8.548,0.02,832.0,263.0,96.6,176.0,5008.0,2.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4737,47.0,5.0563,0.0,0.0,18.0683,249.0,0.0,0.0,36.8,309.0,114298.0,9825.5252,108.0,8.568,227382.0,9.92,108.0,0,1,7,Summer,0.72479278722912,0.6889669190756866,0.04381528985250702,0.007279217483483594,0.0023010026420146458,0.0009623965422874943,1.7498118950681716e-05,1.337,7.496194158472046e-05,0.08981784457384925,0.0018389144207386346,0.3678571384778912,0.368,100.03883614239481,1.5716433282470566e-06,0.009094607,0,Low,High,Low_High,0.10124880725219973,Low
685,2017-07-05,1,5,7,2017,Wednesday,0.061,5306.0,2.316,1.201,10229.0,3.282,3.478,12.288,6.76,0.042,542.0,139.0,97.18,137.0,4717.0,3.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6364,29.0,2.6154,0.0,0.0,14.8378,252.0,0.0,0.0,37.98,260.0,112377.0,8144.4495,126.0,6.802,263447.0,10.05,126.0,0,2,7,Summer,0.8486442574947509,0.5289640103269624,0.041974781312726375,0.004823050979753592,0.0012369079080917886,0.0011479217276535304,2.669585413147745e-05,1.1149999999999998,6.05283999341032e-05,0.09102396397029427,0.0018218296990830016,0.3795620382545688,0.37979999999999997,100.06269376846153,2.4299624646198352e-06,0.014484665,0,Low,Medium,Low_Medium,0.12928628764234004,Low
677,2017-07-05,0,5,7,2017,Wednesday,0.029,22804.0,1.13,0.302,85363.0,10.183,3.989,25.777,14.172,0.0,2510.0,1707.0,98.1,273.0,14102.0,47.0,1503.0,2.78,3023.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0366,4613.0,102.2505,0.0,0.0,51.4346,2073.0,0.0,0.0,16.84,114.0,485866.0,15503.5266,1456.0,14.172,3419158.0,5.88,1456.0,1,2,7,Summer,0.8486442574947509,0.5289640103269624,0.029024463534616036,0.005166033432980163,0.0035133143705566284,0.0030934455178363283,9.673449057771619e-05,0.8279999999999998,2.9168536180157317e-05,0.17569247487628908,0.0033176064577993465,0.16838995319955757,0.1684,100.00596638947367,1.6995522055496024e-05,0.85112226,1,Low,High,Low_High,0.034243424635951335,Low
766,2017-07-06,1,6,7,2017,Thursday,0.021,4899.0,1.697,1.512,5499.0,2.532,2.041,8.313,4.573,0.36,756.0,275.0,98.1,156.0,8062.0,6.0,290.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6885,164.0,17.2127,0.0,0.0,118.8502,1272.0,0.0,0.0,43.32,332.0,235880.0,21798.7995,284.0,4.933,1003154.0,9.84,284.0,0,3,7,Summer,0.9377521321470804,0.3473052528448203,0.034178395793022794,0.003205019501305536,0.0011658470408188128,0.001229438697590748,2.5436662708774096e-05,0.18500000000000005,2.0913176190397102e-05,0.02331270137259146,0.005452144277279056,0.4334203598770188,0.43320000000000003,99.9491579313253,5.929973216449838e-07,0.10659075,0,Medium,Medium,Medium_Medium,1.0147669600747735,Medium
950,2017-07-08,2,8,7,2017,Saturday,0.02,7516.0,1.736,1.614,8084.0,3.866,3.311,13.047,7.177,0.295,1176.0,655.0,95.65,545.0,11978.0,82.0,1724.0,1.81,2704.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9446,912.0,94.1005,0.0,0.0,109.4216,1292.0,0.0,0.0,32.33,307.0,375812.0,32065.434,1642.0,7.472,2208064.0,7.18,1642.0,1,5,7,Summer,0.9987165071710528,-0.05064916883871264,0.031872319137444455,0.0031292241864781,0.0017428927229108464,0.004587400082898167,0.00021819420347891515,0.12199999999999989,1.9882281565786024e-05,0.021510755377116463,0.0034124471842756133,0.3231578913351801,0.3233,100.04397499446254,4.693522135739718e-06,0.92708385,1,Low,Medium,Low_Medium,0.8548395510959849,Medium
837,2017-07-10,2,10,7,2017,Monday,0.057,10150.0,1.963,1.739,11453.0,8.834,2.126,19.922,10.959,0.379,634.0,180.0,97.92,132.0,6225.0,9.0,129.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0769,40.0,4.0308,0.0,0.0,110.1781,1241.0,0.0,0.0,38.1,319.0,198153.0,17595.5496,120.0,11.338,819782.0,10.35,120.0,0,0,7,Summer,0.8978045395707416,-0.4403941515576344,0.031415118618874555,0.003199547823994613,0.0009083889721120353,0.0006510120966802919,4.541944860560176e-05,0.22399999999999998,5.721841203225697e-05,0.05779877165332856,0.006261702671531384,0.3811230539889719,0.381,99.96771279310344,2.6251883385752685e-06,0.163229,0,Low,High,Low_High,0.6481180643066348,Medium
527,2017-07-12,2,12,7,2017,Wednesday,0.038,4573.0,1.657,1.563,4847.0,2.344,1.824,7.577,4.168,0.088,484.0,114.0,97.27,130.0,4634.0,3.0,56.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,8.0,0.4091,0.0,0.0,28.2605,435.0,0.0,0.0,45.39,239.0,113416.0,7535.7507,53.0,4.256,325779.0,11.49,53.0,0,2,7,Summer,0.6513724827222223,-0.758758122692791,0.04085843266903625,0.004267475488090968,0.001005149185211509,0.000493757494489864,2.645129434767129e-05,0.09400000000000008,3.752556958122967e-05,0.042736474567720915,0.0037501904040559753,0.45351042782712664,0.4539,100.08590148075314,1.1304350681725541e-06,0.034627277,0,Medium,Medium,Medium_Medium,2.18926036617429,High
496,2017-07-14,2,14,7,2017,Friday,0.036,8352.0,1.23,0.902,11382.0,3.24,2.409,10.27,5.649,0.12,502.0,148.0,97.32,148.0,5382.0,2.0,98.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,30.0,1.1103,0.0211,3.0,44.1438,713.0,0.0,0.0,47.59,236.0,160525.0,10524.4035,96.0,5.769,468462.0,13.21,96.0,0,4,7,Summer,0.29936312297335804,-0.9541392564000488,0.03352748792814032,0.003127238747663776,0.0009219747702275675,0.0006104968073128487,1.2459118516588749e-05,0.32799999999999996,3.593832736110025e-05,0.07090484347790657,0.004194422986353172,0.4758064420200314,0.47590000000000005,100.01966303347459,8.834118482914128e-07,0.017287347,0,Medium,Medium,Medium_Medium,0.6903283075461399,Medium
457,2017-07-15,1,15,7,2017,Saturday,0.026,14387.0,0.762,0.481,22776.0,4.533,1.499,10.966,6.032,0.108,635.0,414.0,95.14,381.0,7457.0,17.0,388.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9392,287.0,17.114,0.0,0.0,41.846,761.0,0.0,0.0,44.65,204.0,236116.0,13384.6405,371.0,6.14,784521.0,11.51,371.0,0,5,7,Summer,0.10116832198743272,-0.994869323391895,0.031581934302140395,0.002689356079101401,0.001753375459445638,0.0016432600924273129,7.199850920428949e-05,0.281,2.6004167442019848e-05,0.09646106150805278,0.0031264194184920996,0.4463894869499018,0.4465,100.02475709068626,6.945052624843073e-06,0.536139,1,Medium,Medium,Medium_Medium,0.7091169059183398,Medium
444,2017-07-17,2,17,7,2017,Monday,0.082,15342.0,1.006,0.684,22564.0,6.887,1.6,15.427,8.487,0.076,443.0,96.0,96.45,156.0,4235.0,9.0,37.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333,10.0,0.5535,0.0,0.0,25.703,454.0,0.0,0.0,48.69,216.0,104798.0,6312.2493,28.0,8.563,336500.0,10.45,28.0,0,0,7,Summer,-0.2993631229733582,-0.9541392564000488,0.04041107654340626,0.004227179907610147,0.0009160480160961041,0.00035306017287037344,8.587950150900976e-05,0.32199999999999995,8.170957460240563e-05,0.2153094524499218,0.004071924085647371,0.4864864755295839,0.4869,100.08500225416665,1.8490668446577123e-05,0.09812557,0,Medium,High,Medium_High,0.7354257979330158,Medium
594,2017-07-19,2,19,7,2017,Wednesday,0.04,22707.0,0.724,0.499,32960.0,5.974,3.07,16.44,9.044,0.307,659.0,384.0,97.59,210.0,8519.0,13.0,251.0,2.08,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1644,158.0,11.853,0.2021,10.0,86.5172,1249.0,0.0,0.0,42.23,251.0,236465.0,16533.8105,238.0,9.35,954041.0,10.98,238.0,1,2,7,Summer,-0.651372482722222,-0.7587581226927911,0.0360264732609043,0.0027868817794266857,0.0016239189731408912,0.0010614678704644886,5.497642356987392e-05,0.22499999999999998,3.954073541371701e-05,0.13938637852792649,0.005232744136487627,0.42255891544513613,0.42229999999999995,99.9387267820717,7.662964585822067e-06,0.88178736,1,Medium,High,Medium_High,0.7929023957978667,Medium
698,2017-07-21,2,21,7,2017,Friday,0.136,21030.0,1.863,0.361,108534.0,15.078,6.475,39.181,21.553,0.209,447.0,171.0,97.82,125.0,5616.0,6.0,101.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,27.0,1.8234,0.0,0.0,69.7003,780.0,0.0,0.0,43.7,305.0,159550.0,13557.7139,95.0,21.762,513151.0,11.44,95.0,0,4,7,Summer,-0.8978045395707417,-0.44039415155763423,0.03519899717736139,0.002801629583027162,0.0010717643371311962,0.0006330303979546832,3.76057662151297e-05,1.502,0.0001363961140622754,0.680250705065481,0.005141006843977577,0.43696274445612115,0.43700000000000006,100.00852602295082,2.558134898236962e-05,0.23678508,0,Medium,High,Medium_High,0.127129120199302,Low
