Video Duration,Video Publish Time,Days Since Publish,Day,Month,Year,Day of Week,Revenue per 1000 Views (USD),Monetized Playbacks (Estimate),Playback-Based CPM (USD),CPM (USD),Ad Impressions,Estimated AdSense Revenue (USD),DoubleClick Revenue (USD),YouTube Ads Revenue (USD),Watch Page Ads Revenue (USD),YouTube Premium (USD),New Comments,Shares,Like Rate (%),Dislikes,Likes,Unsubscribes,New Subscribers,End Screen Click-Through Rate (%),End Screen Impressions,End Screen Clicks,Teaser Click-Through Rate (%),Teaser Impressions,Teaser Clicks,Card Click-Through Rate (%),Card Impressions,Card Clicks,Views per Playlist Start,Playlist Views,Playlist Watch Time (hours),Clip Watch Time (hours),Clip Views,YouTube Premium Watch Time (hours),YouTube Premium Views,Watched (Not Skipped) (%),Feed Impressions,Average View Percentage (%),Average View Duration,Views,Watch Time (hours),Subscribers,Estimated Revenue (USD),Impressions,Video Thumbnail CTR (%),Net_Subscriber_Change,Churn_Label,Publish_Weekday,Publish_Month,Publish_Season,Day_sin,Day_cos,Like_Rate,Comment_Rate,Share_Rate,Sub_Conversion_Rate,Unsub_Rate,CPM_Drift,Revenue_Efficiency,Ad_Density,Premium_Watch_Share,Engagement_Depth,Retention_Rate,Dropoff_Index,SubLoss_Weight,Predicted_Prob,Predicted_Label,Engagement_Tier,Revenue_Tier,Cohort,Engagement_Stability_Index,ESI_Tier
339,2017-12-26,4,26,12,2017,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.0,751.0,96.33,265.0,6954.0,28.0,716.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5358,2419.0,20.4681,0.0,0.0,6.9981,572.0,0.0,0.0,19.17,65.0,167925.0,3075.3476,688.0,0.0,821442.0,11.11,688.0,0,1,12,Winter,-0.8486442574947509,0.5289640103269624,0.04141134434769026,0.006419532529020722,0.004472234628288091,0.00426380824747573,0.0001667411046498889,0.0001,0.0,0.0,0.002275547641263226,0.19174040732329184,0.1917,99.97892602615384,0.0,0.1833686,0,Low,Low,Low_Low,137.7989197882343,High
460,2017-12-29,3,29,12,2017,Friday,0.001,12.0,1.583,1.357,14.0,0.01,0.0,0.019,0.01,0.054,304.0,128.0,97.39,120.0,4476.0,22.0,165.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0682,0.0,0.0,13.814,224.0,0.0,0.0,48.43,223.0,82365.0,5119.3537,143.0,0.064,542598.0,6.51,143.0,0,4,12,Winter,-0.3943558551133187,0.9189578116202306,0.05434347112798598,0.00369088811950575,0.0015540581555813684,0.002003278091179108,0.0002671037454905477,0.22599999999999998,7.770290777906842e-07,0.00016997511076671218,0.002698387488447248,0.48478259815690006,0.4843,99.90045060224215,4.540098872595954e-08,0.035660584,0,Medium,Low,Medium_Low,1.0376241548195706,Medium
954,2017-12-31,2,31,12,2017,Sunday,0.01,3545.0,1.803,1.659,3854.0,3.517,0.0,6.392,3.517,0.124,1265.0,1789.0,96.58,464.0,13089.0,49.0,2250.0,1.84,1955.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0041,1459.0,79.7467,0.0,0.0,69.5695,1314.0,0.0,0.0,22.02,210.0,348563.0,20357.9859,2201.0,3.64,3156151.0,7.26,2201.0,1,6,12,Winter,-2.4492935982947064e-16,1.0,0.03755131783816552,0.0036291861154617903,0.005132501154593789,0.0064550741184103,0.0001405771696898243,0.1439999999999999,1.0442875462672662e-05,0.011056824734379241,0.003417307601427651,0.22012578385612386,0.2202,100.03371533428572,1.5543371269154771e-06,0.89342684,1,Low,Medium,Low_Medium,0.3362807236997192,Low
718,2018-01-03,3,3,1,2018,Wednesday,0.003,414.0,1.222,1.088,465.0,0.279,0.0,0.506,0.279,0.648,433.0,387.0,98.3,157.0,9062.0,36.0,780.0,2.06,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3115,141.0,13.9016,0.0,0.0,231.5512,2398.0,0.0,0.0,48.18,346.0,316260.0,30477.1177,744.0,0.927,2699532.0,8.67,744.0,0,2,1,Winter,0.5712682150947923,0.8207634412072763,0.028653639409705504,0.0013691266678881576,0.0012236767216459977,0.0024663251754105378,0.00011383039271125559,0.1339999999999999,2.931132612314832e-06,0.0014703092391870514,0.007597542595834926,0.4818941437062097,0.4818,99.98046382023121,1.673658781036495e-07,0.17794874,0,Medium,Low,Medium_Low,1.7311905696660366,High
844,2018-01-07,4,7,1,2018,Sunday,0.046,12986.0,1.941,1.419,17769.0,13.868,0.0,25.206,13.868,1.138,577.0,432.0,97.82,221.0,9919.0,40.0,665.0,1.21,331.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5745,121.0,12.3203,0.0,0.0,304.609,2979.0,0.0,0.0,40.15,339.0,327247.0,30840.284,625.0,15.006,2578752.0,9.65,625.0,0,6,1,Winter,0.9884683243281114,0.1514277775045767,0.03031043829186179,0.0017631941621538715,0.0013201037747841812,0.002032104190350649,0.0001222318309985353,0.522,4.5855271399100514e-05,0.05429843512532434,0.009876984268407845,0.40165876301352177,0.40149999999999997,99.96047316076695,6.636997145723577e-06,0.22702411,0,Low,High,Low_High,0.3088663602474752,Low
453,2018-01-12,5,12,1,2018,Friday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,135.0,96.99,157.0,5059.0,33.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.1226,0.0,0.0,20.563,470.0,0.0,0.0,42.62,193.0,109603.0,5903.3718,162.0,0.0,765569.0,11.1,162.0,0,4,1,Winter,0.6513724827222223,-0.758758122692791,0.04615749568477528,0.004288203789650995,0.0012317181097933707,0.0017791483808126468,0.00030108664906060176,0.0001,0.0,0.0,0.0034832635757699295,0.42604855571636746,0.42619999999999997,100.03554624974092,0.0,0.14938593,0,Medium,Low,Medium_Low,452.7248535238078,High
465,2018-01-18,6,18,1,2018,Thursday,0.0,6.0,0.667,0.571,7.0,0.002,0.0,0.004,0.002,0.027,383.0,150.0,98.09,104.0,5350.0,38.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,11.0,0.6029,0.0059,4.0,33.6203,577.0,0.0,0.0,49.22,229.0,150614.0,9616.6377,173.0,0.029,1241616.0,9.14,173.0,1,3,1,Winter,-0.4853019625310808,-0.8743466161445822,0.03552126628098841,0.002542924296377301,0.000995923353672572,0.0014009321841660849,0.00025230058293038496,0.09600000000000009,1.925451817100306e-07,4.64764231713867e-05,0.0034960555876030817,0.4924731076887504,0.49219999999999997,99.94454363406112,1.1726028658660115e-08,0.8571427,1,High,Low,High_Low,2.5183321555577414,High
482,2018-01-23,5,23,1,2018,Tuesday,0.002,193.0,1.544,1.447,206.0,0.164,0.0,0.298,0.164,0.092,305.0,94.0,97.94,104.0,4933.0,34.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.2411,0.0,0.0,31.9771,504.0,0.0,0.0,46.07,222.0,116841.0,7236.9927,192.0,0.257,877715.0,9.93,192.0,0,1,1,Winter,-0.9987165071710528,-0.05064916883871355,0.042219768741946766,0.0026103850529685313,0.0008045121146853833,0.0019342525310520919,0.00029099374360960675,0.09699999999999998,2.19957035610791e-06,0.0017630797406934997,0.0044185618642139,0.46058090330745016,0.4607,100.02585793108108,5.130451740266562e-07,0.26648256,0,Medium,Low,Medium_Low,2.1809790813004173,High
740,2018-01-26,3,26,1,2018,Friday,0.001,24.0,1.958,1.741,27.0,0.026,0.0,0.047,0.026,0.166,469.0,312.0,97.71,140.0,5962.0,33.0,375.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333,7.0,0.233,0.1174,4.0,46.4945,501.0,0.0,0.0,43.27,320.0,131296.0,11677.2799,342.0,0.192,1088563.0,8.87,342.0,0,4,1,Winter,-0.8486442574947509,0.5289640103269624,0.045408847181528086,0.003572081403578778,0.0023763100168796986,0.002856141847211176,0.00025134048255458355,0.21699999999999986,1.4623446257721224e-06,0.0002056422129992047,0.003981620750581117,0.43243242658875103,0.43270000000000003,100.0618763521875,5.168621304881256e-08,0.20588492,0,Medium,Low,Medium_Low,0.8612766695447756,Medium
570,2018-01-30,4,30,1,2018,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.0,670.0,98.64,139.0,10057.0,31.0,563.0,0.58,172.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0769,54.0,4.4408,0.0032,1.0,154.5657,2113.0,0.0,0.0,45.6,260.0,245066.0,17724.089,532.0,0.0,1993632.0,9.41,532.0,0,1,1,Winter,-0.20129852008866114,0.9795299412524943,0.041037924475813135,0.0029910309874486454,0.002733957382797534,0.0022973403082313607,0.00012649653562197546,0.0001,0.0,0.0,0.008720656949578251,0.4561403428747308,0.456,99.96923252307693,0.0,0.1949879,0,Medium,Low,Medium_Low,918.3363258943216,High
507,2018-02-05,6,5,2,2018,Monday,0.001,88.0,1.511,1.415,94.0,0.073,0.0,0.133,0.073,0.167,535.0,407.0,97.16,230.0,7882.0,38.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3636,26.0,1.5077,0.0,0.0,71.4978,1217.0,0.0,0.0,43.02,218.0,201411.0,12250.1813,409.0,0.24,1631700.0,9.64,409.0,1,0,2,Winter,0.8486442574947509,0.5289640103269624,0.03913391026115089,0.0026562600849677396,0.0020207436534240564,0.002219342538281457,0.00018866894061453105,0.09599999999999986,1.1915933091444065e-06,0.0004667073794148926,0.005836468717539333,0.4299802676532492,0.4302,100.05110289082569,8.805318685119179e-08,0.8412442,1,Medium,Low,Medium_Low,1.9230696627960457,High
499,2018-02-11,6,11,2,2018,Sunday,0.023,7039.0,1.575,1.351,8205.0,6.099,0.0,11.084,6.099,0.57,395.0,246.0,98.12,172.0,8964.0,39.0,430.0,1.54,130.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8529,63.0,3.7081,0.0,0.0,192.2689,2596.0,0.0,0.0,51.89,259.0,288795.0,20854.0922,391.0,6.669,2204971.0,9.92,391.0,0,6,2,Winter,0.7907757369376989,-0.6121059825476626,0.031039318546684,0.001367752211729159,0.0008518153014819573,0.001488945445679844,0.00013504388925933468,0.22399999999999998,2.309250506334623e-05,0.02841115670186772,0.009219720430113126,0.5190380657507402,0.5189,99.97339968687258,3.836753099376629e-06,0.074489675,0,High,Medium,High_Medium,1.201636511830471,Medium
798,2018-02-15,4,15,2,2018,Thursday,0.003,94.0,1.66,1.5,104.0,0.086,0.0,0.156,0.086,0.269,434.0,159.0,93.91,290.0,4471.0,22.0,232.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.2311,0.0,0.0,70.6527,690.0,0.0,0.0,43.0,343.0,128539.0,12251.3513,210.0,0.355,1102499.0,8.5,210.0,0,3,2,Winter,0.10116832198743272,-0.994869323391895,0.034783217542163604,0.003376407160210021,0.0012369786600769433,0.0018048996801122695,0.00017115428001064623,0.15999999999999992,2.7618077001717914e-06,0.0008090929600503276,0.005766931190874486,0.4298245560172362,0.43,100.04081758017492,1.3847972303909637e-07,0.18880281,0,Medium,Low,Medium_Low,1.1539191305589396,Medium
580,2018-02-19,4,19,2,2018,Monday,0.041,5335.0,2.324,1.49,8322.0,6.823,0.0,12.4,6.823,0.31,569.0,259.0,98.27,118.0,6717.0,34.0,303.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,12.0,0.7962,0.0335,6.0,92.4592,1282.0,0.0,0.0,43.46,252.0,172541.0,12121.344,269.0,7.133,1383171.0,9.57,269.0,0,0,2,Winter,-0.651372482722222,-0.7587581226927911,0.038929877534097414,0.0032977669073844616,0.0015010924938709588,0.001756104346111585,0.00019705461309502934,0.8339999999999999,4.1340898682554243e-05,0.04823201441696571,0.007627801003232149,0.43448275112960777,0.4346,100.0269858515873,9.504340939729054e-06,0.46715328,0,Medium,Medium,Medium_Medium,0.2263568333126112,Low
595,2018-02-25,6,25,2,2018,Sunday,0.002,201.0,1.274,1.164,220.0,0.141,0.0,0.256,0.141,0.55,439.0,436.0,98.55,155.0,10541.0,57.0,499.0,8.02,2257.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0845,148.0,11.2646,0.052,14.0,208.083,2641.0,0.0,0.0,47.57,283.0,311350.0,24516.6959,442.0,0.691,2352682.0,10.12,442.0,0,6,2,Winter,-0.9377521321470804,0.3473052528448203,0.03385578930355369,0.0014099887585864786,0.001400353300099555,0.0016026979283249494,0.00018307371125154734,0.1100000000000001,2.219367271488056e-06,0.0007066002890410599,0.00848739980150123,0.47563024410705473,0.4757,100.01466599187279,1.2935993728616288e-07,0.18195274,0,Medium,Low,Medium_Low,2.053467011772254,High
731,2018-03-02,5,2,3,2018,Friday,0.002,359.0,1.476,1.406,377.0,0.292,0.0,0.53,0.292,1.233,663.0,1483.0,97.74,482.0,20861.0,197.0,3925.0,4.99,9698.0,484.0,2.18,17262.0,376.0,3.79,449.0,17.0,1.1921,2222.0,157.0046,0.1834,21.0,402.2404,6390.0,0.0,0.0,33.37,244.0,629864.0,42799.3445,3728.0,1.524,5556895.0,8.95,3728.0,1,4,3,Spring,0.39435585511331855,0.9189578116202306,0.033119848093665936,0.0010526081820670398,0.0023544765218784618,0.006231503943609549,0.00031276593041810986,0.07000000000000006,2.4195699388690326e-06,0.0005985419074498854,0.009398284123393927,0.3337893251191611,0.3337,99.97323907254098,1.872035165777936e-07,0.9185556,1,Low,Medium,Low_Medium,1.5841433105119438,High
640,2018-03-07,5,7,3,2018,Wednesday,0.002,112.0,1.286,1.309,110.0,0.079,0.0,0.144,0.079,0.378,454.0,329.0,97.47,256.0,9872.0,49.0,885.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3023,99.0,7.8475,0.0,0.0,158.1357,2157.0,0.0,0.0,41.55,266.0,292260.0,21624.0615,836.0,0.457,2426396.0,9.33,836.0,1,2,3,Spring,0.9884683243281114,0.1514277775045767,0.03377814274845076,0.001553411346008574,0.0011257099842220725,0.0030281256414484317,0.00016765893382030865,-0.02299999999999991,1.56367617869145e-06,0.00037637719837212147,0.007312950896244469,0.4156249935058595,0.4155,99.96992637406014,6.310299979334469e-08,0.95700073,1,Low,Low,Low_Low,-7.5634900644281675,Low
683,2018-03-12,5,12,3,2018,Monday,0.014,2461.0,1.714,1.405,3002.0,2.321,0.0,4.218,2.321,0.267,505.0,218.0,97.7,157.0,6680.0,41.0,314.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7143,19.0,1.2622,0.0,0.0,90.7589,1224.0,0.0,0.0,37.31,255.0,183572.0,13012.6218,273.0,2.588,1410592.0,10.14,273.0,0,0,3,Spring,0.6513724827222223,-0.758758122692791,0.03638899178325731,0.0027509641991833745,0.0011875449414296547,0.0017105005119674842,0.0002233456082505314,0.30899999999999994,1.4098010589082323e-05,0.01635325648702671,0.006974682068317176,0.37335284958487774,0.37310000000000004,99.93227597294118,3.6524280169719287e-06,0.50442815,1,Low,Medium,Low_Medium,0.45047681605706436,Low
709,2018-03-16,4,16,3,2018,Friday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,311.0,109.0,97.62,81.0,3321.0,31.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.2151,0.0,0.0,18.8561,213.0,0.0,0.0,44.12,313.0,67664.0,5887.1086,109.0,0.024,626461.0,7.85,109.0,0,4,3,Spring,-0.10116832198743204,-0.9948693233918952,0.04908075194356219,0.004596240245241748,0.001610900921965757,0.002069047055735835,0.0004581461337700777,0.0001,3.54693780983286e-07,0.0,0.003202947533186415,0.44146684849835194,0.4412,99.93955412523961,0.0,0.2710641,0,Medium,Low,Medium_Low,348.96806010611624,High
725,2018-03-22,6,22,3,2018,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,342.0,97.78,204.0,8976.0,61.0,923.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6786,150.0,13.5385,0.0,0.0,306.5417,3285.0,0.0,0.0,44.14,320.0,325975.0,29019.8658,862.0,0.0,2901891.0,8.53,862.0,1,3,3,Spring,-0.9680771188662041,-0.2506525322587213,0.027535853975687218,0.0014264897614410157,0.001049160211640489,0.002831505483462489,0.00018713091494172463,0.0001,0.0,0.0,0.01056316738357792,0.4413793042568372,0.4414,100.004688879375,0.0,0.8698472,1,Medium,Low,Medium_Low,678.5226346612976,High
927,2018-03-28,6,28,3,2018,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,136.0,96.25,193.0,4949.0,30.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.6797,0.0,0.0,7.6938,169.0,0.0,0.0,26.54,246.0,73816.0,5049.9329,186.0,0.0,926122.0,6.27,186.0,0,2,3,Spring,-0.5712682150947924,0.8207634412072763,0.06704508506732347,0.009388208517206538,0.0018424189875037363,0.0029261948625059343,0.0004064159531258242,0.0001,0.0,0.0,0.0015235449929967488,0.265372165422091,0.26539999999999997,100.01048888373982,0.0,0.05199482,0,Low,Low,Low_Low,139.07494870234459,High
705,2018-04-01,4,1,4,2018,Sunday,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,447.0,212.0,97.36,145.0,5347.0,40.0,513.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333,14.0,1.1605,0.0,0.0,52.1779,567.0,0.0,0.0,44.23,312.0,145206.0,12612.0838,473.0,0.119,1235403.0,8.63,473.0,0,6,4,Spring,0.20129852008866006,0.9795299412524945,0.03682354723380415,0.0030783851904825983,0.0014599947659559528,0.003532911862902848,0.0002754707105577269,0.0001,8.195253639092376e-07,0.0,0.004137135527011694,0.4425531852120116,0.44229999999999997,99.94278987916665,0.0,0.6711465,1,Medium,Low,Medium_Low,521.3223516916066,High
597,2018-04-07,6,7,4,2018,Saturday,0.049,20544.0,1.847,1.391,27275.0,20.872,0.0,37.935,20.872,1.123,559.0,694.0,97.2,383.0,13272.0,65.0,1440.0,5.14,10638.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2068,523.0,42.5436,0.0336,7.0,350.3524,4270.0,0.0,0.0,49.27,294.0,447003.0,36523.7522,1375.0,21.995,3923676.0,8.6,1375.0,0,5,4,Spring,0.9884683243281114,0.1514277775045767,0.029691075898155245,0.0012505508911293537,0.0015525622870192692,0.0032214548894924314,0.0001454128943173667,0.45599999999999996,4.920548631554586e-05,0.0610174875770181,0.009592453644564902,0.49246230330883917,0.4927,100.04826698197279,8.872729472548168e-06,0.19451149,0,High,High,High_High,0.5319272538568321,Medium
877,2018-04-13,6,13,4,2018,Friday,0.051,24346.0,1.845,1.428,31449.0,24.709,0.0,44.91,24.709,2.018,445.0,775.0,97.91,297.0,13881.0,72.0,1763.0,2.76,15705.0,434.0,2.3,29581.0,680.0,10.71,822.0,88.0,2.3286,496.0,61.4636,0.0454,3.0,611.1957,5848.0,0.0,0.0,41.83,367.0,527343.0,53794.6587,1691.0,26.727,4986928.0,7.86,1691.0,0,4,4,Spring,0.48530196253108104,-0.8743466161445821,0.02632252632487162,0.0008438530519824128,0.0014696317197446516,0.0033431751250449296,0.00013653352751176118,0.41700000000000004,5.068238319176168e-05,0.05963670703774135,0.011361642859282301,0.4184720590824167,0.4183,99.95888397356947,8.1424099810483e-06,0.27571288,0,Low,High,Low_High,0.4196392505683751,Low
917,2018-04-19,6,19,4,2018,Thursday,0.066,23725.0,2.044,1.467,33047.0,26.68,0.0,48.495,26.68,2.023,376.0,293.0,98.06,244.0,12348.0,48.0,743.0,2.17,14420.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,2.641,309.0,39.8927,0.1173,20.0,540.9557,4839.0,0.0,0.0,41.87,384.0,432147.0,46138.182,695.0,28.703,5679808.0,5.74,695.0,0,3,4,Spring,-0.651372482722222,-0.7587581226927911,0.028573610368032784,0.0008700743033997673,0.000678010028979074,0.001719322360175604,0.00011107331532762986,0.577,6.641952853852e-05,0.0764716635756705,0.011724686071998959,0.41875681113678503,0.41869999999999996,99.98643338203125,8.493961201968877e-06,0.34128973,0,Low,High,Low_High,0.30381235940550294,Low
569,2018-04-24,5,24,4,2018,Tuesday,0.001,27.0,1.519,1.367,30.0,0.022,0.0,0.041,0.022,0.153,396.0,202.0,98.48,123.0,7954.0,50.0,416.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333,35.0,2.563,0.0,0.0,106.5654,1376.0,0.0,0.0,46.59,265.0,216499.0,15971.4091,366.0,0.175,1732973.0,9.5,366.0,0,1,4,Spring,-0.9884683243281114,0.15142777750457667,0.036739199717470326,0.001829107755609536,0.0009330297137200159,0.0019214869351857752,0.00023094794894059799,0.1519999999999999,8.083178212920929e-07,0.00013856876936435878,0.0066722603663866694,0.46572934155132967,0.46590000000000004,100.03664326754718,3.200217307192143e-08,0.5017337,1,Medium,Low,Medium_Low,1.42535603405388,Medium
598,2018-04-29,5,29,4,2018,Sunday,0.053,13560.0,2.013,1.43,19082.0,15.017,0.0,27.294,15.017,0.76,539.0,300.0,98.23,178.0,9905.0,43.0,504.0,1.01,494.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5556,69.0,5.812,0.15,11.0,227.8213,2889.0,0.0,0.0,46.17,276.0,297726.0,22870.1905,461.0,15.776,2505188.0,9.23,461.0,0,6,4,Spring,-0.3943558551133187,0.9189578116202306,0.03326884450692016,0.0018103894183977753,0.00100763789521212,0.0016928316639563614,0.0001444280983137372,0.583,5.298831811622134e-05,0.06409248772145891,0.009961495506580282,0.4615384538204272,0.4617,100.0350016728261,9.25675611780686e-06,0.2691271,0,Medium,High,Medium_High,0.36541942932354576,Low
619,2018-05-05,6,5,5,2018,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,300.0,97.73,201.0,8665.0,43.0,587.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3889,43.0,3.5499,0.0,0.0,202.4381,2256.0,0.0,0.0,51.25,317.0,239462.0,21137.6237,544.0,0.0,1925749.0,9.43,544.0,0,5,5,Spring,0.8486442574947509,0.5289640103269624,0.036185282005654955,0.0018541564005205772,0.0012528083787301198,0.0024513283943819342,0.00017956920095131717,0.0001,0.0,0.0,0.009577145604320155,0.512116308366457,0.5125,100.07492275236594,0.0,0.36401275,0,High,Low,High_Low,938.8001508918454,High
517,2018-05-11,6,11,5,2018,Friday,0.002,190.0,1.316,1.22,205.0,0.138,0.0,0.25,0.138,0.356,483.0,306.0,98.1,187.0,9646.0,61.0,627.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.617,76.0,5.3138,0.0804,10.0,136.4116,2006.0,0.0,0.0,46.07,238.0,257495.0,17034.9583,566.0,0.494,1941980.0,10.3,566.0,1,4,5,Spring,0.7907757369376989,-0.6121059825476626,0.037460921569837824,0.0018757645778801233,0.0011883725897128732,0.002434998737745005,0.0002368978038316512,0.09600000000000009,1.918483853980913e-06,0.0007961319636965327,0.008007744868968806,0.46034815357160247,0.4607,100.07643050714286,1.8860191375988844e-07,0.8727372,1,Medium,Low,Medium_Low,2.203753437509423,High
532,2018-05-16,5,16,5,2018,Wednesday,0.004,580.0,1.555,1.383,652.0,0.496,0.0,0.902,0.496,0.307,463.0,373.0,97.94,167.0,7959.0,52.0,545.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5833,31.0,2.018,0.0,0.0,133.3076,1725.0,0.0,0.0,51.36,273.0,225705.0,17163.9628,493.0,0.803,1865982.0,9.16,493.0,0,2,5,Spring,-0.10116832198743204,-0.9948693233918952,0.03526284309008384,0.0020513502136837313,0.0016525996321901332,0.0024146562990445646,0.00023038922486296763,0.17199999999999993,3.557741299326212e-06,0.0028887264348202864,0.0077667145679395705,0.5131578850910172,0.5136,100.08615572747252,6.655314441594097e-07,0.602409,1,High,Low,High_Low,1.5302635671260483,High
712,2018-05-21,5,21,5,2018,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,130.0,96.62,181.0,5174.0,34.0,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.47,345.0,100433.0,9640.3262,762.0,0.0,842052.0,8.9,762.0,0,0,5,Spring,-0.8978045395707417,-0.44039415155763423,0.051516931680671,0.0035446516579665396,0.0012943952683585678,0.007925681797026308,0.0003385341471091639,0.0001,0.0,0.0,0.0,0.4845505549922675,0.48469999999999996,100.03084198463768,0.0,0.077216186,0,Medium,Low,Medium_Low,535.5606981872911,High
462,2018-05-29,8,29,5,2018,Tuesday,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,490.0,631.0,97.83,226.0,10175.0,47.0,878.0,1.65,182.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8841,130.0,8.0429,0.1177,11.0,117.2897,2041.0,0.0,0.0,47.18,218.0,274941.0,16682.4223,831.0,0.182,2623175.0,8.17,831.0,0,1,5,Spring,-0.3943558551133187,0.9189578116202306,0.03700793988393845,0.0017822005447793452,0.002295037844399524,0.003193412404727072,0.00017094576654005965,0.0001,6.61960202346614e-07,0.0,0.007030735574275245,0.47186146164802034,0.4718,99.98697464128439,0.0,0.53331864,1,Medium,Low,Medium_Low,821.656084346388,High
547,2018-06-04,6,4,6,2018,Monday,0.001,60.0,1.233,1.072,69.0,0.041,0.0,0.074,0.041,0.208,480.0,263.0,97.79,158.0,7002.0,37.0,381.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,20.0,0.9681,0.0,0.0,126.8137,1548.0,0.0,0.0,53.57,293.0,217969.0,17775.3722,344.0,0.248,1686300.0,9.51,344.0,0,0,6,Summer,0.72479278722912,0.6889669190756866,0.03212383412172723,0.002202148011772218,0.001206593598116861,0.0017479549843441979,0.00016974890924077512,0.16100000000000003,1.1377764727489793e-06,0.0003165587766922563,0.0071342359812109945,0.5356489847230533,0.5357,100.00952401262798,5.373550705410461e-08,0.16507187,0,High,Low,High_Low,1.7804033514858155,High
565,2018-06-10,6,10,6,2018,Sunday,0.001,91.0,1.264,1.139,101.0,0.063,0.0,0.115,0.063,0.378,514.0,533.0,98.36,176.0,10575.0,47.0,802.0,2.4,125.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,154.0,11.6263,0.0071,2.0,201.2651,2464.0,0.0,0.0,51.14,289.0,313713.0,25225.1342,755.0,0.441,2705997.0,8.55,755.0,0,6,6,Summer,0.8978045395707416,-0.4403941515576344,0.03370915454464083,0.0016384402303494454,0.0016990051415880435,0.002556476779650302,0.00014981846464284812,0.125,1.4057434661169366e-06,0.00032195031763675874,0.00797875239530787,0.5115044157255856,0.5114,99.97958654463667,4.823410227961646e-08,0.39093754,0,High,Low,High_Low,2.090161707074043,High
